attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,class
30,49,61,34,48,33,20,61,61,21,33,49,34,61,49,30,102,103,101,103,a15
26,45,61,26,45,12,10,61,61,10,13,45,26,61,45,26,95,96,96,95,a15
30,49,61,33,48,29,17,61,61,20,31,49,33,61,49,30,101,103,100,102,a15
26,45,61,26,45,12,10,61,61,10,13,45,26,61,45,26,95,96,96,95,a15
28,47,61,29,45,21,13,61,61,13,21,45,29,61,47,28,98,96,96,98,a15
28,48,61,35,46,26,18,61,58,22,33,47,34,61,48,28,101,101,98,102,a15
28,48,61,35,46,29,22,61,61,25,33,48,34,61,49,28,101,102,98,102,a15
30,49,61,34,46,29,16,61,54,16,30,47,34,56,49,30,102,101,98,102,a15
29,48,61,34,45,28,19,61,61,19,30,46,34,61,48,29,101,99,97,101,a15
30,49,61,34,46,29,16,61,54,16,30,47,34,56,49,30,102,101,98,102,a15
29,48,61,34,45,28,19,61,61,19,30,46,34,61,48,29,101,99,97,101,a15
28,48,58,30,43,23,15,54,33,19,23,48,30,58,47,28,98,100,95,99,a15
29,48,58,33,44,27,20,56,34,22,24,48,32,58,48,29,99,100,95,100,a15
30,44,61,27,43,27,26,61,61,19,14,44,35,58,49,24,99,95,101,98,a15
33,46,61,29,45,30,28,61,61,19,18,44,36,61,50,28,99,98,103,99,a15
35,47,61,33,47,28,23,61,61,25,23,49,33,61,48,36,99,101,100,101,a15
37,49,61,34,48,32,24,61,61,25,24,49,34,61,49,37,102,103,101,103,a15
36,48,61,33,48,27,23,61,61,24,23,49,33,61,48,36,100,102,100,101,a15
37,49,61,34,48,34,25,61,61,26,25,49,34,61,49,37,102,103,101,103,a15
32,48,61,40,42,23,27,61,61,34,40,42,35,61,46,34,98,103,100,103,a15
32,48,61,40,43,25,31,61,61,39,40,42,36,61,47,35,99,103,100,104,a15
31,50,61,35,50,36,31,61,61,31,36,50,35,61,50,31,104,105,105,104,a15
34,51,61,38,51,37,34,61,61,34,37,51,38,61,51,34,106,106,106,106,a15
22,40,61,20,40,22,23,61,61,23,22,42,20,61,41,22,90,92,92,91,a15
29,48,61,31,48,30,28,61,61,30,31,48,31,61,48,29,99,99,99,99,a15
36,48,61,33,48,27,23,61,61,24,23,49,33,61,48,36,100,102,100,101,a15
37,49,61,34,48,34,25,61,61,26,25,49,34,61,49,37,102,103,101,103,a15
31,50,61,37,49,32,26,61,61,30,36,50,37,61,50,31,105,105,103,105,a15
31,50,61,36,50,34,30,61,61,33,37,51,37,61,50,31,105,105,104,105,a15
0,19,2,2,25,13,15,41,18,13,13,18,0,0,0,0,34,54,56,32,a15
0,25,5,4,27,18,18,41,18,15,16,20,0,0,0,0,39,63,61,39,a15
36,48,61,33,48,27,23,61,61,24,23,49,33,61,48,36,100,102,100,101,a15
37,49,61,34,48,34,25,61,61,26,25,49,34,61,49,37,102,103,101,103,a15
29,38,61,25,47,24,24,61,61,17,22,39,33,61,47,32,100,92,100,91,a15
33,39,61,26,48,30,26,61,61,20,22,40,34,61,48,34,101,93,103,93,a15
33,40,61,28,49,28,30,61,61,20,25,38,40,61,50,36,102,96,104,92,a15
36,41,61,30,50,32,33,61,61,23,26,39,43,61,50,37,105,98,105,94,a15
30,44,61,26,42,10,15,61,61,16,11,44,26,61,44,30,94,94,93,94,a15
33,46,61,29,45,26,20,61,61,22,28,46,29,61,46,33,97,97,96,97,a15
33,46,61,31,46,31,31,61,61,24,33,45,29,61,46,34,96,96,99,99,a15
33,47,61,31,47,32,31,61,61,25,33,45,29,61,46,34,96,96,99,99,a15
20,34,61,16,37,5,10,61,61,0,3,3,16,61,32,20,87,74,88,83,a16
25,36,61,20,38,12,13,61,61,0,4,3,20,61,36,25,88,74,88,83,a16
31,45,61,27,46,30,23,61,61,0,10,12,27,61,45,31,96,87,97,91,a16
31,45,61,27,46,30,23,61,61,0,10,12,27,61,45,31,96,87,97,91,a16
37,49,58,33,49,26,26,57,61,0,1,15,33,61,49,31,102,84,105,97,a16
38,50,58,35,49,27,29,58,61,0,6,19,35,61,50,35,103,85,105,99,a16
25,42,61,26,45,26,23,61,61,0,3,16,28,61,46,26,94,80,98,92,a16
25,43,61,27,47,27,26,61,61,0,4,23,29,61,47,26,97,82,98,95,a16
29,49,61,34,48,29,19,61,61,0,4,15,34,61,49,29,102,87,102,98,a16
31,50,61,37,50,35,28,61,61,4,11,24,37,61,50,31,105,95,105,101,a16
29,49,61,34,48,29,19,61,61,0,4,15,34,61,49,29,102,87,102,98,a16
31,50,61,37,50,35,28,61,61,4,11,24,37,61,50,31,105,95,105,101,a16
26,48,61,30,48,26,19,61,61,0,4,20,30,61,48,26,99,85,99,96,a16
28,48,61,30,48,28,23,61,61,2,6,28,30,61,48,28,99,88,99,96,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
36,48,61,34,47,32,29,61,61,0,13,13,34,61,47,37,101,89,102,95,a16
36,48,61,34,47,32,29,61,61,0,13,13,34,61,47,37,101,89,102,95,a16
30,43,61,26,43,14,17,61,61,0,4,3,27,61,39,31,94,79,94,86,a16
30,44,61,27,43,18,18,61,61,0,5,6,27,61,41,31,94,81,96,88,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
33,46,61,30,47,22,22,61,61,0,4,3,30,61,40,34,97,85,99,88,a16
35,48,61,31,48,23,22,61,61,0,4,3,31,61,41,35,99,85,99,89,a16
33,46,61,30,46,19,22,61,61,0,4,3,30,61,40,34,97,84,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
29,50,58,35,49,32,19,58,37,0,7,23,35,58,50,29,103,90,103,99,a16
30,50,61,35,49,32,23,61,58,0,10,23,36,58,50,30,104,90,103,100,a16
31,50,61,35,47,32,14,61,31,0,5,5,35,54,50,31,102,90,102,96,a16
31,50,61,35,47,34,17,61,58,0,8,5,35,55,50,31,103,94,104,98,a16
29,47,61,29,44,25,13,61,57,0,6,3,29,54,47,29,96,81,96,91,a16
30,47,61,30,45,27,18,61,57,0,6,6,30,57,47,30,98,81,97,93,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
31,49,58,37,50,35,20,57,36,0,3,2,35,56,50,30,104,95,103,99,a16
33,51,61,38,50,37,27,61,58,0,8,20,38,58,51,32,106,101,104,102,a16
33,46,61,31,46,25,22,61,61,0,8,10,31,61,43,34,98,88,98,90,a16
35,47,61,33,47,33,32,61,61,2,16,19,34,61,49,35,101,92,101,97,a16
33,46,61,31,46,32,27,61,61,0,15,17,31,61,46,33,98,90,98,91,a16
33,46,61,31,46,32,27,61,61,0,15,17,31,61,46,33,98,90,98,91,a16
24,40,61,20,38,27,16,61,61,3,5,28,21,61,41,24,90,85,91,89,a16
25,41,61,24,38,27,18,61,61,6,7,28,24,61,42,25,91,85,91,91,a16
30,44,61,27,44,16,18,61,61,0,3,3,27,61,40,31,94,80,96,87,a16
34,47,61,31,47,33,25,61,61,0,11,11,31,61,46,35,98,90,99,92,a16
30,44,61,27,44,17,19,61,61,0,3,3,27,61,40,31,94,82,97,87,a16
32,45,61,29,45,28,22,61,61,0,7,9,29,61,43,33,96,87,97,90,a16
30,36,61,21,48,24,25,61,61,0,3,3,34,61,43,32,101,80,101,78,a16
32,41,61,23,50,29,26,61,61,0,3,3,36,61,44,33,104,83,104,80,a16
29,36,61,21,47,23,24,61,61,0,3,3,34,61,43,32,101,79,99,78,a16
30,39,61,22,50,29,26,61,61,0,3,3,35,61,45,33,103,83,104,81,a16
30,49,61,35,49,31,28,61,12,0,5,13,35,56,50,31,102,88,104,99,a16
32,49,61,38,50,35,33,61,61,1,6,24,38,61,51,33,104,95,106,102,a16
30,49,61,37,49,35,23,61,61,0,8,20,37,61,50,31,103,94,105,101,a16
32,49,61,36,49,35,27,61,61,0,10,24,37,61,50,33,103,94,105,101,a16
35,50,61,39,50,41,36,61,61,15,16,39,40,61,51,36,105,106,109,105,a16
35,50,61,39,50,41,36,61,61,15,16,39,40,61,51,36,105,106,109,105,a16
20,40,57,20,40,22,14,57,35,0,2,15,21,57,42,20,91,81,92,88,a16
24,41,61,22,41,24,16,61,61,0,3,20,23,61,44,23,92,82,93,91,a16
17,36,61,15,36,22,18,61,61,0,5,15,16,61,39,17,87,80,90,86,a16
20,36,61,18,36,23,20,61,61,0,9,16,18,61,36,20,87,80,88,85,a16
27,47,61,32,47,30,20,61,61,0,6,16,32,61,48,28,99,89,100,96,a16
28,49,61,34,48,31,23,61,61,0,5,24,34,61,49,28,102,89,99,98,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
33,50,61,37,48,35,21,61,61,0,9,9,37,61,50,33,104,95,104,98,a16
36,51,61,39,48,39,32,61,61,1,12,12,39,61,51,36,106,102,106,102,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
40,51,61,43,50,38,34,49,0,0,0,0,43,61,51,40,106,100,105,100,a16
40,51,61,43,50,39,36,61,61,0,2,12,43,61,51,40,106,102,106,101,a16
35,48,61,31,48,22,22,61,61,0,4,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
35,48,61,31,48,22,22,61,61,0,4,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
29,41,61,25,41,12,16,61,61,0,4,3,25,61,38,29,92,81,93,85,a16
30,41,61,25,43,17,18,61,61,0,10,11,26,61,43,30,93,84,95,88,a16
28,47,61,33,48,28,23,61,5,0,5,17,32,58,48,29,98,90,102,96,a16
29,48,61,34,48,28,25,61,7,0,5,18,34,58,49,30,101,92,103,98,a16
28,48,61,34,48,32,25,61,61,0,4,16,34,61,48,28,101,89,102,97,a16
30,49,61,37,48,34,28,61,61,2,5,24,37,61,49,30,103,93,102,100,a16
29,47,61,30,48,28,19,61,61,0,7,4,30,61,47,29,98,84,99,93,a16
31,48,61,31,48,29,22,61,61,0,9,16,31,61,48,31,99,86,100,95,a16
29,48,61,31,48,28,19,61,61,0,7,5,31,61,48,29,98,84,99,94,a16
30,48,61,31,48,28,21,61,61,0,9,13,31,61,48,30,99,85,99,95,a16
30,44,61,28,44,13,18,61,61,0,4,3,29,61,40,31,95,76,97,88,a16
32,45,61,29,46,22,21,61,61,0,8,9,29,61,44,33,96,82,98,90,a16
24,45,61,25,47,32,18,61,51,0,4,28,28,61,48,25,97,90,100,94,a16
25,48,61,30,48,33,22,61,61,2,5,34,30,61,48,25,100,91,101,98,a16
28,47,61,31,47,25,19,61,61,0,2,13,31,61,48,28,98,88,99,93,a16
28,46,61,32,47,32,20,61,61,0,6,16,31,61,47,28,98,89,99,95,a16
30,50,61,37,50,35,29,61,61,1,9,16,37,58,50,30,105,95,104,100,a16
29,49,61,35,48,35,34,61,61,1,11,24,35,61,50,30,102,93,104,100,a16
28,42,61,25,44,18,16,61,61,0,0,0,25,61,34,28,93,82,94,85,a16
28,42,61,25,44,27,19,61,61,0,4,3,25,61,42,28,93,84,94,88,a16
30,50,61,37,50,35,29,61,61,1,9,16,37,58,50,30,105,95,104,100,a16
33,51,61,38,51,38,37,61,58,0,11,20,38,61,51,33,106,100,106,102,a16
29,50,61,35,49,32,22,61,61,8,9,23,35,61,50,30,101,96,103,99,a16
30,50,61,35,49,35,28,61,61,9,11,24,35,61,50,30,102,96,101,100,a16
32,43,61,27,41,24,18,61,0,0,0,0,28,44,35,33,94,78,94,85,a16
34,44,61,28,40,29,17,61,61,0,0,0,29,61,36,34,96,81,97,86,a16
31,45,61,27,45,13,17,61,61,0,4,3,27,61,40,31,96,85,96,87,a16
31,45,61,27,46,20,21,61,61,0,11,12,27,61,43,31,96,88,97,89,a16
28,46,61,30,46,25,19,61,61,0,8,13,30,61,46,28,97,84,97,92,a16
28,47,61,31,47,28,23,61,61,0,10,20,31,61,47,28,98,85,99,94,a16
34,50,61,39,49,37,29,61,61,5,14,18,39,61,49,36,105,99,106,101,a16
35,50,61,39,49,37,33,61,61,7,16,22,39,61,49,36,106,102,106,101,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
36,46,61,36,48,30,28,61,61,0,5,4,37,61,41,37,100,85,103,93,a16
36,47,61,36,49,31,28,61,61,0,7,6,37,61,40,37,101,89,105,93,a16
32,44,61,28,44,15,19,61,61,0,4,3,29,61,40,33,95,81,97,87,a16
33,45,61,29,45,23,21,61,61,0,6,8,30,61,43,34,97,85,98,90,a16
31,45,61,27,46,12,18,61,61,0,3,3,27,61,38,31,96,82,95,86,a16
35,48,61,31,48,23,22,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
31,45,61,27,46,12,18,61,61,0,3,3,27,61,38,31,96,82,95,86,a16
35,48,61,31,48,23,22,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
29,48,61,35,49,34,26,61,61,0,5,24,35,61,49,30,102,93,105,100,a16
34,50,61,39,51,39,39,61,61,9,13,32,39,61,51,34,107,102,107,105,a16
26,48,61,30,48,27,20,61,61,0,3,20,30,61,48,26,99,85,99,96,a16
28,48,61,32,48,28,25,61,61,1,6,24,32,61,48,28,100,88,100,97,a16
27,47,61,32,47,28,20,61,61,0,4,16,32,61,48,28,99,85,101,96,a16
30,49,61,35,49,34,28,61,61,4,11,28,35,61,50,31,102,93,105,100,a16
25,43,61,25,43,22,18,61,56,0,5,2,26,58,45,26,94,78,95,90,a16
28,45,61,26,45,26,20,61,57,0,6,9,28,61,46,28,97,81,96,92,a16
27,46,61,30,47,29,26,61,61,0,6,9,30,61,48,28,98,82,99,95,a16
31,49,61,34,50,35,33,61,61,0,10,12,34,61,49,31,103,94,104,98,a16
33,46,61,30,47,22,22,61,61,0,4,3,30,61,40,34,97,85,99,88,a16
35,48,61,31,48,23,22,61,61,0,4,3,31,61,41,35,99,85,99,89,a16
33,46,61,29,47,14,19,61,61,0,3,3,29,61,38,33,97,86,98,86,a16
34,47,61,30,48,21,21,61,61,0,3,3,30,61,39,34,98,86,99,87,a16
31,45,61,27,45,11,16,61,61,0,3,3,27,61,39,31,96,80,94,86,a16
31,45,61,27,45,14,17,61,61,0,3,3,27,61,39,31,96,82,94,86,a16
33,48,61,40,48,41,41,61,40,4,9,31,39,61,50,33,104,103,106,103,a16
34,50,61,40,50,42,46,61,61,7,11,31,40,61,50,34,106,107,107,103,a16
32,48,61,39,48,41,40,61,58,1,9,18,39,58,48,32,102,101,103,98,a16
33,48,61,40,48,42,45,61,61,6,11,22,40,61,48,33,103,104,104,100,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
34,47,61,30,49,26,25,61,61,0,8,10,33,61,44,35,101,89,102,90,a16
35,48,61,31,48,31,25,61,61,0,8,9,34,61,46,35,102,88,101,92,a16
30,44,61,26,45,8,13,61,61,0,0,0,27,61,34,29,96,80,89,83,a16
31,44,61,26,46,10,16,61,61,0,0,0,29,61,36,31,97,81,97,85,a16
33,45,61,27,48,16,21,61,61,0,3,3,30,61,41,33,98,85,98,86,a16
33,46,61,29,47,18,20,61,61,0,3,3,31,61,43,34,99,85,98,88,a16
28,41,61,25,41,12,16,61,61,0,4,3,25,61,40,28,92,83,93,87,a16
30,44,61,26,44,17,17,61,61,0,6,8,26,61,44,30,94,85,94,89,a16
30,50,61,35,50,34,30,61,61,2,6,16,35,61,50,30,103,94,105,98,a16
32,49,61,35,49,33,24,61,61,0,9,16,36,61,50,33,102,91,104,99,a16
30,44,61,26,45,12,16,61,61,0,0,0,26,61,36,30,95,74,95,86,a16
31,45,61,27,45,14,17,61,61,0,0,0,27,61,38,31,96,77,96,88,a16
29,48,61,31,45,26,12,61,32,0,5,3,31,53,45,29,98,83,98,92,a16
30,48,61,31,46,28,18,61,61,0,8,5,32,61,48,30,99,84,99,94,a16
29,46,61,28,47,15,13,61,0,0,0,0,27,52,38,29,95,82,98,89,a16
30,47,61,30,47,17,16,61,61,0,0,0,30,61,47,30,98,85,98,93,a16
25,41,61,26,45,26,25,61,61,0,4,16,28,61,45,25,93,79,96,91,a16
25,41,61,26,45,27,27,61,61,0,5,20,28,61,46,26,94,80,97,93,a16
24,33,61,14,45,21,24,61,61,1,17,16,29,61,45,29,98,88,98,82,a16
25,34,61,17,45,22,27,61,61,2,17,17,30,61,45,29,98,91,100,83,a16
33,46,61,29,47,17,20,61,61,0,3,3,29,61,40,33,97,82,98,87,a16
33,46,61,29,47,19,21,61,61,0,3,3,29,61,42,33,97,82,98,88,a16
35,48,61,31,48,27,26,61,61,0,12,14,31,61,46,35,99,87,100,92,a16
36,48,61,33,48,28,27,61,61,0,12,14,33,61,48,36,100,88,100,94,a16
33,46,61,29,46,21,21,61,61,0,6,9,29,61,46,33,97,83,97,91,a16
33,46,61,29,46,23,22,61,61,0,10,12,29,61,47,33,97,84,97,91,a16
36,48,61,33,48,30,29,61,61,0,12,14,33,61,48,36,100,87,100,94,a16
36,48,61,33,48,31,29,61,61,0,13,16,33,61,48,36,100,89,100,95,a16
34,47,61,30,47,21,21,61,61,0,5,6,30,61,43,34,98,83,98,90,a16
34,47,61,30,47,23,22,61,61,0,6,9,31,61,45,34,98,83,98,91,a16
31,45,61,27,45,16,18,61,61,0,4,3,27,61,42,31,96,80,96,89,a16
31,45,61,27,46,19,20,61,61,0,5,5,27,61,43,31,96,82,97,90,a16
27,47,61,32,47,28,20,61,61,0,4,16,32,61,48,28,99,85,101,96,a16
29,48,61,33,49,30,24,61,61,0,7,20,33,61,48,29,101,88,102,97,a16
33,46,61,29,46,15,19,61,61,0,3,3,29,61,40,33,97,80,97,87,a16
36,48,61,33,49,27,26,61,61,0,13,15,33,61,48,36,101,89,101,93,a16
17,11,58,1,50,23,29,57,0,0,0,0,38,32,38,26,104,73,97,67,a16
20,12,61,2,50,27,29,61,0,0,0,0,38,56,41,28,104,78,99,71,a16
29,48,61,34,50,33,24,61,3,0,3,18,35,58,50,29,103,92,104,98,a16
30,50,61,37,50,34,33,61,61,3,7,24,38,61,51,30,104,94,103,101,a16
35,48,61,31,48,25,22,61,61,0,4,3,31,61,41,35,99,86,99,89,a16
35,48,61,31,48,29,25,61,61,0,7,9,32,61,43,35,99,88,100,91,a16
28,48,61,34,48,30,22,61,61,1,8,15,34,61,49,29,101,87,103,98,a16
32,49,61,38,50,36,30,61,61,4,8,24,38,61,51,33,104,97,106,102,a16
30,44,61,26,45,22,18,61,61,0,3,3,26,61,40,30,95,85,95,87,a16
35,48,61,31,48,36,26,61,61,0,16,17,31,61,46,35,99,95,100,92,a16
20,34,61,16,34,7,10,61,61,0,3,3,16,61,34,20,87,77,87,84,a16
20,34,61,16,37,9,12,61,61,0,4,3,17,61,37,20,87,78,88,84,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
28,42,61,25,44,12,16,61,61,0,4,3,25,61,38,28,93,82,94,86,a16
33,46,61,29,45,22,20,61,61,0,12,14,29,61,46,33,97,87,96,91,a16
24,38,61,19,38,18,15,61,61,0,5,8,20,61,41,24,89,78,91,88,a16
25,40,61,23,40,20,18,61,61,0,5,12,22,61,41,25,90,80,91,89,a16
27,48,61,31,48,27,16,61,61,0,3,14,28,61,47,27,97,89,99,95,a16
27,47,61,32,47,30,23,58,8,0,3,24,28,58,45,27,96,88,99,96,a16
33,41,61,26,45,11,18,61,61,0,0,0,29,61,34,33,97,81,92,84,a16
33,43,61,27,45,17,19,61,61,0,0,0,30,61,35,33,97,83,98,85,a16
30,37,61,23,43,10,15,61,61,0,0,0,26,61,34,31,93,76,94,83,a16
32,41,61,25,45,14,17,61,61,0,3,3,28,61,40,33,97,80,94,85,a16
28,47,61,33,47,31,29,61,61,0,8,11,33,61,47,28,100,86,100,95,a16
29,47,61,33,48,33,32,61,61,0,11,16,33,61,48,30,100,90,102,97,a16
29,47,61,30,47,28,28,61,61,0,5,16,30,61,47,29,98,83,98,94,a16
29,47,61,31,47,30,30,61,61,1,6,17,31,61,47,29,99,84,99,95,a16
27,41,61,22,39,11,13,61,61,0,0,8,22,61,41,27,91,80,90,88,a16
25,38,61,21,38,13,13,61,61,0,3,12,21,61,39,25,88,79,90,87,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
28,46,61,31,46,25,20,61,61,0,4,12,30,61,46,28,97,82,98,94,a16
28,47,61,31,47,27,21,61,61,0,7,17,31,61,47,28,98,83,98,94,a16
27,38,61,21,40,20,17,61,61,0,5,12,22,61,41,27,90,79,91,88,a16
27,41,61,22,42,24,19,61,61,1,7,16,22,61,41,27,91,82,93,88,a16
32,50,61,38,47,35,22,61,61,0,7,16,38,61,51,33,104,95,105,101,a16
32,50,61,38,48,36,25,61,61,1,8,20,38,61,51,33,104,99,106,102,a16
9,11,61,0,47,27,37,61,52,0,5,2,38,58,38,23,97,80,101,71,a16
10,13,61,1,47,28,37,61,61,0,5,4,40,58,41,27,99,82,101,77,a16
29,44,61,26,43,9,13,61,61,0,0,0,26,61,37,29,93,79,94,88,a16
31,46,61,28,45,18,17,61,61,0,3,2,29,61,46,31,97,87,96,90,a16
28,47,61,33,47,29,20,61,61,0,4,15,33,61,49,29,100,87,102,96,a16
29,49,61,34,49,30,24,61,61,0,7,20,34,61,49,29,103,89,103,99,a16
31,48,61,31,47,27,18,61,61,0,0,0,31,61,41,31,99,86,100,92,a16
34,48,61,34,48,33,22,61,61,0,5,6,34,61,48,34,102,89,102,97,a16
23,26,61,15,43,14,20,61,54,0,5,4,25,58,43,29,89,65,93,83,a16
24,28,61,16,43,16,22,61,61,0,5,8,26,61,43,29,92,67,94,84,a16
33,46,61,29,46,16,19,61,61,0,4,3,29,61,40,33,97,79,97,87,a16
34,47,61,30,47,18,21,61,61,0,5,4,30,61,42,34,98,80,98,89,a16
32,45,56,29,45,9,18,23,61,0,8,10,29,61,41,33,96,88,98,86,a16
33,46,61,29,47,12,20,61,61,0,8,10,29,61,41,33,97,89,98,87,a16
35,48,61,31,48,22,22,61,61,0,4,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,23,22,61,61,0,4,3,31,61,41,35,99,85,99,89,a16
30,50,61,35,50,34,28,61,61,2,6,16,35,61,50,30,103,94,104,98,a16
28,47,61,29,47,28,19,61,61,0,6,23,30,61,48,28,98,85,98,95,a16
25,44,61,30,43,28,22,61,0,0,0,0,21,53,33,25,89,77,97,89,a16
26,45,61,31,43,29,22,61,0,0,0,0,22,58,37,26,90,79,99,91,a16
33,46,61,30,47,24,22,61,61,0,4,3,30,61,40,34,97,86,99,88,a16
35,48,61,31,48,25,22,61,61,0,4,3,31,61,42,35,99,86,99,89,a16
28,42,61,25,44,12,16,61,61,0,4,3,25,61,38,28,93,82,94,86,a16
33,46,61,29,45,22,20,61,61,0,12,14,29,61,46,33,97,87,96,91,a16
28,42,61,25,44,18,16,61,61,0,0,0,25,61,34,28,93,82,94,85,a16
28,42,61,25,44,25,18,61,61,0,4,3,25,61,42,28,93,84,94,88,a16
34,46,61,31,46,22,22,61,61,0,3,3,31,61,45,35,98,84,99,92,a16
35,47,61,33,47,28,24,61,61,0,4,4,33,61,48,36,99,87,100,94,a16
28,48,61,30,48,27,18,61,61,0,2,20,30,61,48,28,99,86,99,96,a16
30,48,61,33,48,30,20,61,61,0,7,20,33,61,48,30,100,87,100,97,a16
30,48,61,33,48,30,20,61,61,0,7,20,33,61,48,30,100,87,100,97,a16
30,48,61,33,48,30,20,61,61,0,7,20,33,61,48,30,100,87,100,97,a16
21,26,61,11,51,32,35,61,61,0,4,3,30,61,49,28,107,90,104,79,a16
23,28,61,14,50,32,37,61,61,0,5,4,34,61,50,31,106,91,106,85,a16
35,48,61,31,48,19,23,61,61,0,7,9,31,61,41,35,99,88,100,89,a16
35,47,61,33,47,22,23,61,61,0,11,12,33,61,46,36,99,87,100,90,a16
29,47,61,30,47,28,17,61,61,0,1,11,30,61,47,29,98,83,98,94,a16
30,48,61,33,48,30,23,61,61,0,11,16,33,61,48,30,100,87,100,96,a16
30,48,61,33,48,30,23,61,61,0,11,16,33,61,48,30,100,87,100,96,a16
30,48,61,33,48,30,23,61,61,0,11,16,33,61,48,30,100,87,100,96,a16
29,47,61,30,47,28,17,61,61,0,1,11,30,61,47,29,98,83,98,94,a16
28,46,61,30,46,27,19,61,61,0,8,12,30,61,47,29,97,83,98,94,a16
27,40,61,24,47,12,21,61,0,0,0,0,30,45,38,27,96,68,98,83,a16
33,41,61,27,47,17,24,61,61,0,0,0,31,61,39,28,98,71,99,85,a16
31,45,61,27,46,14,19,61,61,0,3,3,27,61,41,31,96,81,97,88,a16
34,47,61,30,47,20,21,61,61,0,6,7,30,61,44,34,98,85,98,91,a16
35,48,61,31,48,20,21,61,61,0,3,3,31,61,40,35,99,85,99,88,a16
35,48,61,31,48,29,23,61,61,0,7,9,31,61,44,35,99,88,99,91,a16
34,47,61,30,47,20,21,61,61,0,6,7,30,61,44,34,98,85,98,91,a16
34,47,61,30,47,20,21,61,61,0,6,7,30,61,44,34,98,85,98,91,a16
31,45,61,27,46,14,19,61,61,0,3,3,27,61,41,31,96,81,97,88,a16
31,45,61,27,45,16,18,61,61,0,4,3,27,61,42,31,96,81,96,89,a16
34,47,61,30,46,13,19,61,61,0,4,3,30,61,41,34,98,83,97,88,a16
35,48,61,31,48,23,24,61,61,0,7,9,31,61,43,35,99,88,100,90,a16
30,39,61,22,50,23,26,61,61,0,4,3,35,61,43,31,104,82,100,78,a16
30,38,61,22,49,22,26,61,61,0,5,6,35,61,45,33,102,81,102,79,a16
34,47,61,30,46,13,19,61,61,0,4,3,30,61,41,34,98,83,97,88,a16
33,45,61,29,45,14,20,61,61,0,5,6,30,61,42,34,97,83,97,89,a16
31,45,61,27,45,13,17,61,61,0,3,3,27,61,41,31,96,80,96,88,a16
30,43,61,26,44,15,19,61,61,0,4,3,27,61,42,31,94,80,97,89,a16
29,43,61,26,41,14,16,61,61,0,3,3,25,61,37,29,92,78,93,85,a16
30,44,61,27,43,20,17,61,61,0,4,3,26,61,41,31,94,80,95,87,a16
