attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,class
32,44,61,28,35,30,22,61,61,0,5,3,29,61,46,33,93,81,95,89,a26
30,45,56,29,33,30,20,58,58,0,5,8,26,58,44,31,92,83,93,87,a26
30,46,58,30,35,31,22,58,61,0,5,9,27,61,44,31,93,84,94,88,a26
33,46,56,29,33,30,20,58,58,0,5,4,29,58,46,33,93,84,95,87,a26
35,48,56,31,37,33,23,61,61,0,5,11,31,61,48,35,96,88,97,90,a26
37,49,61,34,38,34,26,61,61,0,5,6,34,61,47,36,99,92,98,89,a26
37,49,61,34,40,35,27,61,61,0,6,13,34,61,49,36,99,94,101,90,a26
33,46,56,30,33,31,20,58,58,0,5,5,30,58,47,34,93,84,96,87,a26
36,47,56,33,38,35,26,61,61,0,12,14,34,61,49,37,98,93,101,91,a26
29,49,58,34,38,33,26,58,61,0,4,12,34,61,49,29,99,91,101,98,a26
29,50,61,35,41,35,28,61,61,0,5,24,35,61,50,29,100,94,102,99,a26
32,44,56,28,31,28,18,58,58,0,5,4,29,58,46,33,92,81,94,87,a26
33,46,56,30,33,31,20,58,61,0,5,9,30,61,47,34,94,84,95,88,a26
36,47,61,33,38,34,26,61,61,0,5,6,34,61,47,36,99,91,98,88,a26
37,49,61,34,40,34,26,61,61,0,5,11,34,61,49,36,99,93,100,90,a26
28,47,58,33,38,33,26,56,58,0,5,15,33,58,49,29,98,90,101,96,a26
29,47,58,33,39,34,26,58,58,0,5,20,34,58,49,30,99,90,100,98,a26
33,45,56,29,31,28,18,58,58,0,5,8,30,58,47,34,93,83,94,88,a26
35,47,56,32,36,33,23,61,61,0,9,13,33,61,48,36,96,89,97,91,a26
36,48,51,33,38,33,26,55,61,0,5,3,33,61,43,33,97,90,95,85,a26
36,48,61,33,40,34,26,61,61,0,5,4,33,61,46,35,97,91,98,87,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,98,94,a26
27,47,58,30,37,32,24,58,61,0,4,11,30,61,47,27,95,86,97,93,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,98,94,a26
27,47,58,30,37,32,24,58,61,0,4,11,30,61,47,27,95,86,97,93,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,98,94,a26
27,47,58,30,37,32,24,58,61,0,4,11,30,61,47,27,95,86,97,93,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,98,94,a26
27,47,58,30,37,32,24,58,61,0,4,11,30,61,47,27,95,86,97,93,a26
36,48,61,34,38,34,26,61,61,0,5,8,34,61,47,36,99,91,98,89,a26
37,49,61,34,41,35,28,61,61,0,8,14,34,61,49,37,100,95,102,91,a26
30,49,56,35,40,35,28,51,58,2,5,24,35,58,49,30,101,95,102,100,a26
30,49,56,35,41,36,31,53,61,7,7,32,35,61,50,30,101,98,103,101,a26
20,31,58,13,19,25,11,56,56,0,8,11,22,58,41,25,85,81,87,81,a26
22,31,58,15,19,25,11,58,58,0,11,12,22,58,41,25,85,81,89,82,a26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,13,a26
0,14,2,2,25,0,1,8,54,0,1,0,0,0,0,0,34,29,31,25,a26
37,49,61,34,40,34,26,61,61,0,5,4,34,61,47,36,99,92,99,89,a26
37,49,61,34,40,35,26,61,61,0,10,14,34,61,49,37,99,94,101,92,a26
28,48,58,34,37,33,25,58,61,0,4,12,34,58,49,29,98,90,100,98,a26
29,49,61,34,40,34,28,58,61,0,4,20,34,61,49,29,99,93,101,99,a26
37,30,61,23,44,39,41,61,61,2,4,24,38,61,47,41,104,96,105,101,a26
39,33,61,28,45,40,42,61,61,5,4,25,38,61,47,41,104,99,106,102,a26
34,47,58,30,35,30,22,58,61,0,5,3,31,58,44,34,95,83,96,90,a26
34,47,61,30,37,32,23,61,61,0,5,10,30,61,47,34,96,85,95,92,a26
31,45,61,27,31,26,18,61,61,0,5,3,27,61,40,31,92,78,92,87,a26
31,45,61,27,33,29,20,61,61,0,5,3,28,61,42,31,93,81,93,88,a26
28,45,61,29,35,29,22,61,61,0,3,3,30,61,46,28,94,81,95,89,a26
28,46,61,30,37,30,23,61,61,0,4,3,31,61,48,29,95,84,96,93,a26
37,49,55,34,40,35,27,56,61,0,10,14,34,61,49,36,100,95,99,89,a26
36,47,56,33,39,35,26,56,61,0,13,15,34,61,49,37,99,93,101,90,a26
30,47,56,31,38,33,26,56,61,0,3,3,33,61,44,31,97,89,100,92,a26
30,47,61,32,38,33,26,61,61,0,4,3,33,61,47,30,96,90,99,91,a26
33,45,56,29,33,32,20,58,58,0,5,9,30,58,47,34,93,85,96,88,a26
33,46,56,30,34,32,22,58,61,0,5,11,30,61,47,34,94,86,96,88,a26
34,45,61,31,36,31,23,61,61,0,5,7,31,61,43,32,95,88,93,82,a26
34,45,61,31,36,34,24,61,61,0,5,8,31,61,43,32,95,89,96,82,a26
27,43,61,29,37,32,25,61,1,0,0,6,29,58,43,27,94,83,94,89,a26
27,43,61,29,37,32,25,61,1,0,0,6,29,58,43,27,94,85,95,89,a26
37,49,55,34,40,35,27,56,61,0,10,14,34,61,49,36,100,95,99,89,a26
36,47,56,33,39,35,26,56,61,0,13,15,34,61,49,37,99,93,101,90,a26
35,47,61,33,38,34,26,61,61,0,5,8,33,61,46,35,97,91,99,88,a26
36,47,61,33,40,35,27,61,61,0,6,14,34,61,49,37,99,92,101,90,a26
29,44,58,27,31,28,18,58,61,0,5,3,28,61,44,30,91,81,94,90,a26
30,46,58,29,33,30,20,61,61,0,5,3,29,61,46,30,93,84,94,91,a26
36,47,61,33,38,34,26,61,61,0,5,4,34,61,47,36,99,91,99,88,a26
36,47,61,33,38,34,25,61,61,0,7,14,34,61,49,37,99,91,100,91,a26
20,37,61,18,28,23,15,58,57,0,5,12,18,61,37,20,87,80,87,86,a26
30,43,56,26,28,27,16,58,58,0,5,4,27,58,45,31,90,80,93,87,a26
34,47,61,31,35,33,22,61,61,0,12,14,31,61,48,35,95,89,97,92,a26
29,48,56,31,37,30,23,58,61,0,2,3,31,61,48,29,95,84,96,92,a26
29,48,58,31,37,31,23,58,61,0,4,3,31,61,48,29,96,86,97,94,a26
31,47,58,33,40,34,28,56,58,0,5,3,27,58,41,31,93,91,100,92,a26
31,47,58,33,41,34,29,58,58,0,5,3,28,58,44,31,94,92,100,94,a26
34,47,56,30,40,33,25,56,61,0,12,14,29,61,45,33,96,89,97,86,a26
34,45,58,32,40,38,33,61,61,24,31,29,31,58,39,29,99,100,100,96,a26
20,38,57,19,23,22,13,57,56,0,5,10,20,57,41,20,87,78,87,87,a26
20,36,61,18,23,22,13,58,56,0,5,11,18,61,36,20,86,79,86,85,a26
37,50,61,35,40,34,27,61,61,0,5,6,35,61,48,36,100,93,101,90,a26
37,49,61,34,42,35,28,61,61,0,6,14,34,61,49,37,100,95,102,91,a26
37,49,61,34,40,34,26,61,61,0,5,4,34,61,47,36,99,92,99,89,a26
37,49,61,34,40,35,26,61,61,0,10,14,34,61,49,37,99,94,101,92,a26
29,48,61,34,42,34,30,61,61,0,3,8,35,61,50,30,101,91,103,98,a26
30,48,61,35,43,34,30,61,61,0,2,16,35,58,50,31,101,91,103,99,a26
28,40,56,23,34,14,18,30,0,0,0,0,22,47,32,27,87,68,90,83,a26
28,42,56,26,36,15,20,30,0,0,0,0,23,47,35,28,89,68,93,84,a26
30,48,61,33,38,34,26,61,61,0,3,3,33,61,48,30,97,92,100,95,a26
33,50,61,37,42,36,31,58,61,0,4,15,37,61,50,33,102,97,104,100,a26
28,46,58,27,35,30,22,56,55,0,3,3,28,58,47,28,94,84,96,90,a26
33,50,58,36,42,35,30,58,61,0,4,19,36,61,50,33,101,97,103,100,a26
28,46,58,27,35,30,22,56,55,0,3,3,28,58,47,28,94,84,96,90,a26
28,47,58,29,37,32,23,58,57,0,4,8,29,61,47,28,95,87,97,94,a26
27,47,61,32,40,33,28,61,61,2,1,28,31,61,47,27,97,89,99,96,a26
27,47,61,32,41,34,29,61,61,5,4,32,32,61,48,27,97,91,100,99,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,97,94,a26
27,46,58,29,37,32,24,58,61,0,4,11,30,61,46,27,95,86,97,92,a26
28,48,58,30,37,32,24,56,61,0,4,8,30,61,48,28,94,87,97,94,a26
27,46,58,29,37,32,24,58,61,0,4,11,30,61,46,27,95,86,97,92,a26
27,46,61,30,34,30,22,61,1,0,0,8,29,58,46,27,94,83,96,93,a26
27,46,61,30,36,30,23,61,4,0,0,14,29,58,46,27,94,84,96,94,a26
30,26,57,14,42,32,29,56,58,0,5,10,28,57,43,23,96,82,102,88,a26
31,28,57,16,43,34,30,56,58,0,8,11,28,57,45,25,96,89,103,89,a26
36,47,61,33,38,34,26,61,61,0,5,6,34,61,47,36,98,90,98,88,a26
37,49,61,34,40,35,27,61,61,0,6,13,34,61,49,37,99,94,101,91,a26
37,49,61,34,40,34,26,61,61,0,5,4,34,61,47,36,99,92,99,89,a26
37,49,61,34,40,35,26,61,61,0,10,14,34,61,49,37,99,94,101,92,a26
33,48,61,39,42,40,40,61,61,0,19,19,38,61,51,35,100,101,105,94,a26
32,50,61,39,43,40,41,61,61,0,19,19,38,61,51,34,101,101,105,93,a26
30,49,58,34,40,35,27,56,61,0,10,14,34,61,49,30,99,95,101,98,a26
34,51,61,39,42,38,36,61,61,2,18,20,39,61,51,34,104,102,105,103,a26
24,43,58,23,28,25,16,58,61,0,5,12,23,61,44,25,90,80,90,91,a26
31,48,61,31,35,33,22,61,61,0,7,16,31,61,48,31,95,90,97,95,a26
37,49,61,34,40,34,26,61,61,0,5,4,34,61,47,36,99,92,99,89,a26
37,49,61,34,40,35,26,61,61,0,10,14,34,61,49,37,99,94,101,92,a26
30,49,56,35,40,35,28,51,58,2,5,24,35,58,49,30,101,95,102,100,a26
30,49,56,35,41,36,31,53,61,7,7,32,35,61,50,30,101,98,103,101,a26
0,21,3,4,14,0,1,4,0,0,0,0,0,0,0,0,23,25,23,23,a26
0,23,5,5,22,0,4,8,1,0,0,0,0,2,0,0,32,37,33,31,a26
37,49,61,34,40,34,26,61,61,0,5,4,34,61,47,36,99,92,99,89,a26
37,49,61,34,40,35,26,61,61,0,10,14,34,61,49,37,99,94,101,92,a26
34,40,55,29,41,33,30,61,61,0,5,3,33,61,48,32,98,86,99,82,a26
34,40,61,29,41,34,30,61,61,0,5,3,34,61,48,33,99,88,101,86,a26
32,43,61,33,45,32,34,61,61,0,1,2,29,61,43,32,96,88,100,88,a26
33,43,61,34,44,33,34,61,61,0,3,3,29,61,43,34,96,90,103,91,a26
33,46,56,29,33,30,20,58,58,0,5,4,29,58,46,33,93,84,95,87,a26
36,48,61,33,38,34,25,61,61,0,11,13,33,61,48,36,97,91,98,91,a26
37,49,61,35,34,37,27,56,56,7,28,21,33,61,48,37,96,98,101,98,a26
38,48,61,40,35,37,28,61,61,8,28,21,34,61,49,37,97,98,102,100,a26
28,40,56,24,34,22,16,58,58,23,24,43,24,56,40,28,91,94,89,91,a27
30,41,58,25,36,27,20,58,58,26,27,44,25,58,41,30,92,94,89,92,a27
39,35,55,31,32,36,27,55,56,43,36,46,28,55,32,37,99,100,95,102,a27
39,35,55,31,32,36,27,55,56,43,36,46,28,55,32,37,99,100,95,102,a27
37,38,52,29,33,31,20,56,56,31,31,46,11,51,23,31,94,99,84,97,a27
38,39,56,30,33,32,20,58,58,33,32,48,17,56,25,34,96,101,84,101,a27
33,32,51,25,35,35,22,51,51,28,34,45,14,55,26,28,94,97,88,100,a27
37,33,51,25,35,35,23,55,55,28,34,45,14,56,26,28,94,98,89,100,a27
35,33,55,20,35,36,22,55,55,31,33,49,6,55,18,26,91,97,86,96,a27
0,0,61,0,0,0,0,51,61,0,0,0,0,0,0,0,14,15,16,16,a27
35,33,55,20,35,36,22,55,55,31,33,49,6,55,18,26,91,97,86,96,a27
37,37,56,28,36,37,28,56,56,33,37,47,7,56,21,29,95,97,91,101,a27
41,40,51,36,18,22,10,58,56,31,34,46,14,51,24,31,97,103,86,105,a27
41,40,51,36,18,22,10,58,58,33,34,46,14,51,24,31,96,103,87,104,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
40,38,56,33,37,39,31,56,56,42,35,49,26,56,31,36,100,102,93,100,a27
40,38,56,33,37,39,31,56,56,42,35,49,26,56,31,36,100,102,93,100,a27
33,31,55,18,30,32,18,55,55,31,31,47,15,55,26,32,90,96,86,93,a27
35,33,56,20,30,32,18,56,56,30,30,46,15,56,26,32,91,94,85,96,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
39,37,51,30,35,38,27,51,51,40,35,49,26,51,32,35,98,101,94,99,a27
39,37,51,30,36,38,28,51,51,41,35,49,26,51,32,36,99,101,94,98,a27
39,36,51,30,34,38,27,51,51,41,35,49,26,51,32,36,99,100,94,99,a27
39,38,51,32,34,38,27,55,55,40,34,49,27,53,32,36,100,101,93,100,a27
38,26,45,31,31,38,27,48,51,38,38,46,19,51,26,32,100,102,93,104,a27
40,39,51,34,37,39,30,55,55,41,38,47,21,51,28,34,101,103,96,105,a27
36,33,51,21,31,33,18,51,51,32,33,46,12,51,23,28,91,97,83,97,a27
37,37,51,28,33,35,20,55,55,34,36,47,13,51,24,31,94,99,86,99,a27
27,25,56,15,22,25,12,56,56,22,28,40,7,56,17,24,83,90,78,89,a27
28,28,56,16,25,26,15,56,56,24,28,41,10,56,18,25,84,90,80,89,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
31,30,56,18,33,34,20,55,56,16,28,39,21,56,44,28,93,92,91,92,a27
33,33,56,21,34,34,22,56,56,19,32,40,25,56,45,33,93,95,95,96,a27
35,32,55,22,32,35,22,55,55,15,31,28,9,55,22,30,92,92,94,95,a27
38,34,58,28,34,38,27,58,58,26,37,38,20,58,28,33,95,95,98,99,a27
38,36,56,28,35,38,27,56,56,23,32,36,19,56,25,32,96,96,98,100,a27
38,36,56,28,35,38,27,56,56,23,32,36,19,56,25,32,96,96,98,100,a27
26,23,58,14,23,26,14,58,58,26,28,43,9,58,17,24,82,90,77,88,a27
28,28,58,16,25,26,15,58,58,27,30,44,10,58,18,25,84,91,80,89,a27
36,34,51,22,33,36,21,51,55,28,36,46,12,55,23,31,93,91,88,96,a27
38,36,56,28,36,37,28,56,56,31,38,48,13,56,23,32,95,95,91,101,a27
27,25,56,15,25,26,15,56,56,21,29,35,9,56,17,24,83,87,80,88,a27
28,28,58,16,28,30,16,58,58,21,30,35,7,58,17,22,83,88,81,88,a27
25,19,56,12,33,30,20,56,56,6,20,22,12,56,22,26,88,79,85,84,a27
29,23,56,14,38,30,23,58,58,12,23,24,13,56,24,27,92,81,90,87,a27
34,28,51,16,38,36,26,51,55,20,29,37,20,51,28,32,96,91,94,97,a27
34,28,55,16,40,37,32,51,55,22,32,39,20,55,28,32,97,92,95,98,a27
34,33,55,20,34,37,26,51,53,27,36,45,9,55,21,28,92,93,88,96,a27
38,38,56,30,38,38,30,56,56,27,38,45,10,56,22,29,97,96,91,100,a27
32,30,56,18,31,32,18,56,56,21,30,45,3,56,16,25,86,91,87,95,a27
31,28,58,16,28,31,16,58,58,20,24,43,4,58,15,23,84,91,88,92,a27
37,36,58,28,36,37,28,58,58,28,37,47,5,58,19,28,92,94,91,100,a27
37,36,58,28,36,37,28,58,58,28,37,47,5,58,19,28,92,94,91,100,a27
19,22,58,11,22,19,11,58,58,1,15,32,1,58,10,15,76,82,81,84,a27
25,22,58,14,23,25,14,58,58,5,20,34,2,58,12,20,79,84,84,86,a27
17,18,57,8,19,17,10,57,57,10,15,31,1,57,11,15,77,83,77,81,a27
17,21,57,11,19,17,10,57,57,11,16,34,2,57,12,16,78,84,79,83,a27
38,36,51,29,38,38,30,51,51,33,36,48,16,53,22,30,96,100,92,101,a27
39,39,51,33,38,37,30,55,55,33,36,47,24,55,33,32,99,102,92,103,a27
39,36,51,30,34,38,27,51,51,41,35,49,26,51,32,36,99,100,94,99,a27
39,37,55,31,35,38,27,55,55,40,34,49,26,55,32,36,98,101,92,99,a27
37,34,51,26,34,37,27,51,55,26,35,43,7,55,20,28,92,95,93,99,a27
37,36,56,28,37,38,30,56,56,32,37,46,6,56,20,29,95,99,96,99,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
40,37,58,32,37,41,33,49,49,42,37,50,27,58,32,37,101,103,98,97,a27
40,37,58,32,38,41,34,51,51,45,38,51,27,58,32,37,101,103,98,100,a27
39,38,51,32,38,39,31,51,51,43,36,51,28,51,34,37,102,103,97,100,a27
39,36,55,30,34,37,26,55,55,39,34,48,23,55,30,35,97,99,90,99,a27
39,38,51,32,38,39,31,51,51,43,36,51,28,51,34,37,102,103,97,100,a27
39,36,55,30,34,37,26,55,55,39,34,48,23,55,30,35,97,99,90,99,a27
39,38,51,32,30,31,18,56,56,37,28,49,23,51,29,33,97,101,82,96,a27
38,38,55,30,33,35,20,56,56,37,30,49,18,55,26,33,96,100,83,98,a27
35,37,51,29,33,33,20,55,53,29,31,49,7,51,21,28,94,99,85,100,a27
38,38,51,30,33,34,21,55,56,32,34,49,12,53,23,29,96,100,87,102,a27
38,34,51,27,33,33,20,55,55,30,33,45,16,51,28,32,94,99,86,99,a27
38,36,55,29,33,33,20,56,56,29,33,43,16,55,28,32,94,98,86,100,a27
33,33,56,20,28,28,16,56,56,21,29,43,6,56,18,25,86,94,84,94,a27
35,34,56,22,31,31,18,56,58,27,30,43,7,56,19,26,89,95,86,96,a27
34,33,56,20,28,28,16,56,56,22,29,43,5,56,18,25,87,95,83,93,a27
34,35,56,21,30,28,18,56,56,24,29,44,6,56,19,25,89,96,85,95,a27
32,32,55,20,31,31,18,55,56,27,29,47,2,56,16,23,87,94,80,93,a27
33,33,56,20,33,32,20,56,56,29,32,47,2,56,17,24,90,96,83,96,a27
36,32,51,27,26,32,18,51,51,41,34,41,27,51,32,36,94,97,93,99,a27
38,33,51,29,25,31,13,55,55,35,34,41,29,51,33,38,94,97,91,100,a27
39,38,51,34,28,32,16,51,55,36,34,50,19,51,26,33,100,102,84,105,a27
41,39,51,35,30,33,18,55,55,39,34,50,21,51,28,35,101,102,85,107,a27
35,33,55,20,31,32,18,55,61,30,34,45,6,61,18,24,89,96,86,97,a27
35,33,56,20,33,33,20,56,61,30,35,45,6,61,18,26,90,96,87,97,a27
41,38,51,32,38,41,33,51,51,43,37,51,28,51,32,37,103,103,99,101,a27
41,37,51,32,34,39,29,51,53,45,37,51,29,51,33,37,102,102,95,105,a27
35,33,55,20,31,32,18,55,61,30,34,45,6,61,18,24,89,96,86,97,a27
37,35,56,27,34,36,22,56,61,32,36,46,7,61,20,27,93,99,88,100,a27
38,36,51,37,11,12,1,61,61,32,28,41,1,51,19,23,89,98,75,100,a27
39,38,61,37,11,14,2,61,61,34,33,41,8,61,23,27,91,99,82,101,a27
36,33,51,26,35,37,24,51,53,36,32,50,9,51,22,30,96,99,83,94,a27
39,36,51,30,37,38,28,51,61,38,33,50,14,61,24,31,99,101,85,99,a27
31,31,56,18,28,28,16,56,56,18,29,43,5,56,17,25,86,92,85,93,a27
30,30,56,18,31,30,18,56,58,20,29,43,5,56,15,23,84,91,86,92,a27
36,35,51,23,35,35,22,55,55,28,34,44,5,55,20,27,92,97,87,97,a27
37,36,56,27,36,36,24,56,56,28,36,45,6,56,20,27,93,98,89,99,a27
38,36,58,29,34,38,27,56,56,34,36,44,29,58,37,33,98,99,93,100,a27
38,36,58,29,36,38,29,58,58,37,38,46,29,58,37,34,98,98,95,101,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
41,38,51,35,38,41,35,51,51,39,37,47,21,51,28,35,101,101,93,100,a27
41,38,51,35,38,41,36,51,51,40,37,47,21,51,28,35,102,102,93,100,a27
39,36,51,30,35,39,29,51,51,44,39,50,31,51,38,39,99,102,100,103,a27
40,38,51,33,36,39,30,51,51,46,39,50,34,51,39,41,102,103,100,105,a27
39,37,51,30,36,38,28,51,51,41,35,49,25,51,32,36,99,101,95,98,a27
38,34,51,27,34,36,26,51,51,40,34,47,23,51,30,35,96,99,92,94,a27
39,37,51,30,36,38,28,51,51,41,35,49,25,51,32,36,99,101,95,98,a27
38,34,51,27,34,36,26,51,51,40,34,47,23,51,30,35,96,99,92,94,a27
32,30,51,18,31,32,18,51,51,28,34,43,22,51,38,31,88,94,93,93,a27
36,33,55,21,33,36,21,55,56,29,35,44,24,56,41,35,92,97,97,97,a27
41,42,51,38,19,22,12,58,56,31,34,46,14,51,24,31,98,104,86,105,a27
41,40,51,37,18,22,10,58,58,31,32,45,14,51,24,31,96,102,82,104,a27
33,30,55,18,31,33,19,55,55,29,32,47,4,56,17,25,88,94,81,91,a27
37,34,56,27,35,37,27,56,56,32,36,47,6,56,20,29,93,95,90,99,a27
26,23,56,12,25,26,15,56,56,20,28,36,6,56,16,22,82,88,81,86,a27
26,25,56,15,28,28,16,56,56,23,29,38,9,56,17,24,84,89,84,88,a27
40,39,51,32,34,37,26,51,51,42,38,51,33,51,40,39,100,102,98,105,a27
39,37,55,30,35,37,26,55,55,42,37,49,31,55,37,39,99,102,97,102,a27
39,36,51,30,34,38,27,51,51,40,35,49,26,51,32,35,98,100,94,99,a27
39,37,51,30,36,38,28,51,51,41,35,49,26,51,32,36,99,101,94,99,a27
36,34,51,22,34,37,22,51,51,32,33,47,18,51,30,33,95,97,92,95,a27
37,36,51,27,35,37,26,51,51,34,35,48,23,51,30,34,96,97,92,99,a27
27,25,56,15,22,25,14,56,56,25,26,41,13,56,22,27,85,89,81,89,a27
28,31,56,18,25,26,15,56,56,26,29,43,14,56,23,27,87,93,82,90,a27
40,38,56,34,34,38,27,58,58,35,39,47,17,56,25,32,99,102,91,105,a27
40,38,56,34,36,38,29,58,58,38,40,47,17,56,25,32,99,102,91,104,a27
37,32,51,28,29,36,24,55,55,42,33,43,25,51,29,35,96,97,91,100,a27
38,32,55,29,28,35,21,56,56,40,33,43,26,55,30,35,95,97,91,101,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
38,33,51,29,33,37,29,51,51,42,38,44,32,51,35,38,98,98,97,101,a27
37,33,53,30,35,38,32,55,55,43,38,45,32,51,35,38,98,99,98,102,a27
41,37,49,33,38,41,34,49,49,43,41,47,35,49,38,41,102,102,102,104,a27
40,36,51,31,38,41,34,51,51,43,41,47,33,51,38,40,101,101,101,103,a27
38,34,51,30,37,39,33,51,51,44,41,46,34,51,37,41,100,100,100,103,a27
38,35,51,30,37,41,34,51,51,44,41,47,34,51,37,41,100,101,100,103,a27
34,33,55,20,33,34,21,55,55,31,32,45,8,55,21,28,91,95,82,97,a27
36,34,55,22,35,36,22,55,56,31,33,45,9,56,22,28,92,96,83,98,a27
36,34,55,22,33,36,21,55,55,33,35,50,7,55,20,26,92,97,87,98,a27
38,37,55,29,33,35,21,56,56,35,35,47,9,56,21,29,95,100,91,102,a27
32,31,55,18,33,32,20,55,55,23,32,41,4,55,17,24,87,89,83,93,a27
31,30,56,18,33,34,20,55,56,23,33,41,4,56,16,24,86,90,83,93,a27
27,25,56,15,25,27,15,56,56,24,30,40,9,56,18,25,84,89,83,90,a27
30,28,56,16,28,30,16,56,56,25,32,41,10,56,19,25,86,91,85,91,a27
36,39,47,34,26,27,15,51,50,30,28,50,16,51,25,31,101,102,78,105,a27
41,40,51,35,28,27,16,56,54,32,28,49,17,51,25,31,101,103,79,105,a27
33,35,51,27,37,35,24,51,49,29,34,46,13,55,24,28,96,99,89,100,a27
38,34,51,27,37,36,24,55,55,32,35,47,16,55,28,29,96,99,89,101,a27
32,24,56,17,44,38,35,55,55,42,36,50,37,56,42,39,103,97,103,102,a27
35,26,56,19,45,40,36,56,56,41,38,50,38,56,43,40,105,99,104,103,a27
31,28,56,16,31,31,18,55,56,25,33,44,7,56,17,25,85,91,87,93,a27
33,33,56,20,33,31,20,56,56,25,34,44,7,56,18,26,89,93,88,94,a27
32,31,56,18,33,35,20,56,56,30,35,47,7,56,19,26,89,93,86,95,a27
35,35,58,21,33,35,20,58,58,30,35,47,9,58,20,28,91,95,86,96,a27
28,31,58,18,31,30,18,58,58,26,30,43,7,58,17,23,85,92,84,91,a27
32,33,58,20,31,30,18,58,58,26,30,43,8,58,18,25,87,93,86,92,a27
37,34,58,24,34,37,26,58,58,34,36,49,10,58,22,31,92,97,87,100,a27
36,34,58,22,36,37,28,58,58,35,37,49,10,58,22,31,93,98,89,100,a27
32,31,56,18,33,32,20,56,56,30,35,47,7,56,19,26,87,93,86,95,a27
35,33,56,20,33,34,20,56,56,30,35,47,9,56,20,28,91,95,89,96,a27
28,28,56,16,28,28,16,56,56,24,30,40,5,58,15,21,82,88,83,89,a27
28,31,58,18,31,28,18,58,58,25,30,41,6,58,17,22,85,90,85,91,a27
33,33,55,20,33,33,20,55,55,31,33,47,5,55,18,26,90,96,82,94,a27
35,33,56,21,34,36,22,56,56,32,34,49,5,56,18,26,91,98,84,97,a27
34,33,55,20,33,34,20,55,56,24,32,45,6,56,18,25,89,93,88,95,a27
35,33,56,20,35,35,22,56,56,32,35,50,9,56,20,28,91,96,89,97,a27
17,14,56,1,41,24,25,58,57,8,9,36,13,56,24,22,93,85,90,82,a27
20,15,56,3,41,27,26,58,57,13,12,38,14,56,26,24,94,87,91,83,a27
36,34,51,27,33,35,21,55,55,30,32,50,4,55,19,26,93,98,83,99,a27
39,38,55,31,38,38,29,55,56,37,36,51,10,55,22,30,99,101,90,102,a27
39,37,51,30,36,39,30,51,51,41,35,48,26,51,32,36,100,102,96,98,a27
39,37,55,31,37,39,31,55,55,41,35,49,26,55,32,35,99,102,95,99,a27
33,33,55,20,33,33,20,55,55,29,34,45,5,55,18,26,89,94,87,96,a27
37,34,56,27,34,37,27,56,56,31,35,45,6,56,20,28,92,95,91,98,a27
39,38,51,31,37,39,31,51,51,37,38,47,15,51,24,32,99,99,91,102,a27
40,37,55,32,37,40,31,55,56,41,38,47,16,55,24,32,100,102,92,104,a27
24,22,58,13,20,24,12,58,58,14,23,36,2,58,13,17,79,86,78,85,a27
24,25,58,14,25,24,14,58,58,14,27,37,2,58,13,19,80,88,80,85,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
39,36,51,29,34,38,27,51,51,40,35,49,23,51,30,35,98,100,93,98,a27
39,38,51,31,34,37,27,55,56,39,34,48,25,55,30,36,99,99,90,99,a27
35,33,51,21,33,35,20,51,55,31,34,48,6,55,19,26,91,97,85,97,a27
36,35,56,22,32,32,20,56,56,33,33,49,5,56,19,27,91,99,84,99,a27
24,22,58,13,22,24,13,58,58,14,21,36,2,58,13,17,79,86,78,84,a27
