,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,class_a11,class_a12,class_a13,class_a14,class_a15,class_a16,class_a17,class_a18,class_a19,class_a20,class_a21,class_a22,class_a23,class_a24,class_a25,class_a26,class_a27,class_a28,class_a29,class_a30,class_a31,class_a32,class_a33,class_a34,class_a35,class_a36
2266,36,100,100,28,45,87,68,34,46,100,100,34,45,67,43,31,38,55,33,26,36,100,100,28,45,87,68,34,46,100,100,34,45,67,43,31,38,55,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,34,100,100,29,44,86,71,38,45,88,81,33,44,66,49,30,36,50,35,25,34,100,100,29,44,86,71,38,45,88,81,33,44,66,49,30,36,50,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,35,100,100,31,44,87,72,39,46,100,100,33,44,67,50,30,36,53,35,25,35,100,100,31,44,87,72,39,46,100,100,33,44,67,50,30,36,53,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,39,100,100,32,47,89,74,38,47,100,100,34,47,64,46,31,41,49,33,26,39,100,100,32,47,89,74,38,47,100,100,34,47,64,46,31,41,49,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,56,100,95,48,52,98,95,46,51,100,100,41,52,81,64,35,55,100,43,28,56,100,95,48,52,98,95,46,51,100,100,41,52,81,64,35,55,100,43,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,38,100,100,30,46,100,93,38,47,100,100,38,46,100,63,34,40,100,44,28,38,100,100,30,46,100,93,38,47,100,100,38,46,100,63,34,40,100,44,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,31,100,100,23,45,100,76,36,44,100,62,35,41,100,43,31,30,75,33,26,31,100,100,23,45,100,76,36,44,100,62,35,41,100,43,31,30,75,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,44,100,100,23,47,100,79,37,46,100,75,35,42,100,44,31,31,100,33,26,44,100,100,23,47,100,79,37,46,100,75,35,42,100,44,31,31,100,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,36,100,100,31,46,89,76,38,47,100,100,34,46,65,46,31,39,50,34,26,36,100,100,31,46,89,76,38,47,100,100,34,46,65,46,31,39,50,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,41,100,100,31,48,89,76,38,48,100,100,34,48,66,47,31,42,52,34,26,41,100,100,31,48,89,76,38,48,100,100,34,48,66,47,31,42,52,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,30,100,100,26,40,86,66,33,42,100,100,32,40,67,45,29,31,58,33,24,30,100,100,26,40,86,66,33,42,100,100,32,40,67,45,29,31,58,33,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,34,100,100,28,44,100,74,36,45,100,100,34,44,100,53,31,35,100,35,25,34,100,100,28,44,100,74,36,45,100,100,34,44,100,53,31,35,100,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,30,100,100,26,40,88,69,32,42,100,100,32,40,66,45,29,31,56,33,24,30,100,100,26,40,88,69,32,42,100,100,32,40,66,45,29,31,56,33,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,30,100,100,26,40,100,75,33,42,100,100,33,40,100,50,30,31,100,35,25,30,100,100,26,40,100,75,33,42,100,100,33,40,100,50,30,31,100,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,38,100,100,30,47,89,75,37,47,100,100,34,47,76,48,31,41,70,34,26,38,100,100,30,47,89,75,37,47,100,100,34,47,76,48,31,41,70,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,46,100,100,33,49,100,81,40,49,100,100,36,49,100,52,33,47,100,36,27,46,100,100,33,49,100,81,40,49,100,100,36,49,100,52,33,47,100,36,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,39,100,93,33,47,100,82,39,47,100,100,38,47,100,58,34,41,100,43,27,39,100,93,33,47,100,82,39,47,100,100,38,47,100,58,34,41,100,43,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,46,100,93,36,49,100,82,41,49,100,100,39,49,100,60,35,47,100,44,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,29,90,100,100,39,87,86,44,47,72,61,38,53,73,44,33,100,54,34,28,29,90,100,100,39,87,86,44,47,72,61,38,53,73,44,33,100,54,34,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,29,90,100,100,40,89,87,46,48,75,63,39,54,75,45,34,100,90,34,28,29,90,100,100,40,89,87,46,48,75,63,39,54,75,45,34,100,90,34,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,41,100,100,34,48,88,74,40,48,100,100,34,48,66,48,31,42,50,34,26,41,100,100,34,48,88,74,40,48,100,100,34,48,66,48,31,42,50,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,46,100,100,33,49,89,77,41,49,100,100,34,49,67,50,31,47,53,35,26,46,100,100,33,49,89,77,41,49,100,100,34,49,67,50,31,47,53,35,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,38,100,92,29,46,100,76,37,47,100,100,36,46,100,52,33,39,100,37,26,38,100,92,29,46,100,76,37,47,100,100,36,46,100,52,33,39,100,37,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,46,100,100,35,49,100,83,40,49,100,100,39,49,100,59,35,47,100,41,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,38,100,92,29,46,100,76,37,47,100,100,36,46,100,52,33,39,100,37,26,38,100,92,29,46,100,76,37,47,100,100,36,46,100,52,33,39,100,37,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,36,100,100,29,46,100,77,37,47,100,100,37,46,100,55,33,39,100,39,27,36,100,100,29,46,100,77,37,47,100,100,37,46,100,55,33,39,100,39,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,28,100,100,28,45,100,66,35,47,81,47,34,46,59,40,30,36,42,31,26,28,100,100,28,45,100,66,35,47,81,47,34,46,59,40,30,36,42,31,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,28,100,100,30,47,100,69,36,48,100,55,34,47,61,41,31,38,44,31,26,28,100,100,30,47,100,69,36,48,100,55,34,47,61,41,31,38,44,31,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,32,100,100,27,42,86,68,33,43,100,100,33,42,67,44,30,33,58,32,25,32,100,100,27,42,86,68,33,43,100,100,33,42,67,44,30,33,58,32,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,39,100,100,31,47,88,74,37,47,100,100,34,47,64,46,30,41,48,33,26,39,100,100,31,47,88,74,37,47,100,100,34,47,64,46,30,41,48,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,39,100,100,33,47,91,78,39,47,100,100,35,47,69,49,31,41,60,34,26,39,100,100,33,47,91,78,39,47,100,100,35,47,69,49,31,41,60,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,36,100,100,29,45,100,72,36,46,100,100,34,45,100,49,31,37,100,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,32,100,100,27,42,86,68,33,43,100,100,33,42,67,44,30,33,58,32,25,32,100,100,27,42,86,68,33,43,100,100,33,42,67,44,30,33,58,32,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,33,100,100,26,43,88,69,33,44,100,100,33,43,75,45,30,34,69,33,25,33,100,100,26,43,88,69,33,44,100,100,33,43,75,45,30,34,69,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,36,100,100,28,45,86,68,35,46,100,100,33,45,65,45,30,37,51,33,25,36,100,100,28,45,86,68,35,46,100,100,33,45,65,45,30,37,51,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,41,100,100,34,48,89,75,40,48,100,100,35,48,68,49,31,42,58,34,26,41,100,100,34,48,89,75,40,48,100,100,35,48,68,49,31,42,58,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,31,100,100,46,42,88,73,41,45,100,100,35,48,61,43,32,68,44,33,27,31,100,100,46,42,88,73,41,45,100,100,35,48,61,43,32,68,44,33,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,31,100,100,43,42,100,73,41,46,100,100,35,48,63,44,31,75,46,33,27,31,100,100,43,42,100,73,41,46,100,100,35,48,63,44,31,75,46,33,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,36,100,100,28,45,86,68,35,46,100,100,33,45,65,45,30,37,51,33,25,36,100,100,28,45,86,68,35,46,100,100,33,45,65,45,30,37,51,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,35,100,100,27,45,87,69,35,46,100,100,33,45,67,46,30,37,55,33,25,35,100,100,27,45,87,69,35,46,100,100,33,45,67,46,30,37,55,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,32,100,100,26,42,86,66,33,43,100,100,33,42,66,43,30,33,58,32,25,32,100,100,26,42,86,66,33,43,100,100,33,42,66,43,30,33,58,32,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,31,100,100,26,42,88,69,34,43,100,100,33,42,76,46,30,33,69,33,25,31,100,100,26,42,88,69,34,43,100,100,33,42,76,46,30,33,69,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,29,100,100,23,41,88,68,31,43,100,100,32,41,69,44,29,30,94,31,24,29,100,100,23,41,88,68,31,43,100,100,32,41,69,44,29,30,94,31,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,31,100,100,24,43,90,72,32,44,100,100,33,42,75,46,30,32,100,33,25,31,100,100,24,43,90,72,32,44,100,100,33,42,75,46,30,32,100,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,30,100,100,25,40,86,65,32,42,100,100,32,40,67,45,29,31,58,32,24,30,100,100,25,40,86,65,32,42,100,100,32,40,67,45,29,31,58,32,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,33,100,100,27,43,100,71,35,44,100,100,33,43,100,51,30,34,100,35,25,33,100,100,27,43,100,71,35,44,100,100,33,43,100,51,30,34,100,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,39,100,100,32,47,88,74,39,47,100,100,34,47,64,46,31,41,49,34,26,39,100,100,32,47,88,74,39,47,100,100,34,47,64,46,31,41,49,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,34,100,100,28,44,88,73,35,45,100,100,33,44,64,44,30,36,50,33,25,34,100,100,28,44,88,73,35,45,100,100,33,44,64,44,30,36,50,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,40,100,100,32,48,92,82,40,48,100,100,35,48,69,51,31,42,63,36,26,40,100,100,32,48,92,82,40,48,100,100,35,48,69,51,31,42,63,36,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,49,100,91,35,50,100,89,41,50,100,100,39,50,100,61,35,49,100,41,28,49,100,91,35,50,100,89,41,50,100,100,39,50,100,61,35,49,100,41,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,49,100,100,42,50,100,96,43,50,100,100,41,50,100,67,36,49,100,49,29,49,100,100,42,50,100,96,43,50,100,100,41,50,100,67,36,49,100,49,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,29,100,100,24,40,86,65,32,41,100,100,31,40,67,45,29,31,56,32,24,29,100,100,24,40,86,65,32,41,100,100,31,40,67,45,29,31,56,32,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,30,100,100,25,41,87,68,33,43,100,100,32,41,77,48,29,32,70,34,25,30,100,100,25,41,87,68,33,43,100,100,32,41,77,48,29,32,70,34,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,36,100,100,31,46,89,75,39,47,100,100,34,46,65,47,31,39,50,34,26,36,100,100,31,46,89,75,39,47,100,100,34,46,65,47,31,39,50,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,41,100,100,31,48,89,75,38,48,100,100,34,48,65,46,30,42,51,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,41,100,93,32,48,100,79,39,48,100,100,39,48,100,56,35,41,100,43,27,41,100,93,32,48,100,79,39,48,100,100,39,48,100,56,35,41,100,43,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,41,100,100,33,48,100,85,40,48,100,100,39,48,100,61,36,42,100,49,28,41,100,100,33,48,100,85,40,48,100,100,39,48,100,61,36,42,100,49,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,29,100,100,25,40,86,66,33,42,100,100,32,41,69,47,29,31,61,33,25,29,100,100,25,40,86,66,33,42,100,100,32,41,69,47,29,31,61,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,32,100,100,26,43,100,73,35,44,100,100,33,43,100,52,30,34,100,35,25,32,100,100,26,43,100,73,35,44,100,100,33,43,100,52,30,34,100,35,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,36,95,87,29,45,86,70,36,46,100,100,33,45,61,43,29,37,45,32,25,36,95,87,29,45,86,70,36,46,100,100,33,45,61,43,29,37,45,32,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,38,100,100,30,46,87,72,36,47,100,100,33,46,63,44,30,39,47,33,25,38,100,100,30,46,87,72,36,47,100,100,33,46,63,44,30,39,47,33,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,38,96,93,30,46,96,89,38,47,86,100,36,46,79,57,33,39,83,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,36,100,95,30,46,100,91,39,47,100,100,36,46,100,58,33,38,100,38,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,38,100,100,30,47,89,75,37,47,100,100,33,47,64,46,30,41,49,33,26,38,100,100,30,47,89,75,37,47,100,100,33,47,64,46,30,41,49,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,41,100,100,32,48,91,78,39,48,100,100,34,48,66,48,31,42,53,34,26,41,100,100,32,48,91,78,39,48,100,100,34,48,66,48,31,42,53,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,83,94,88,100,54,98,76,61,53,100,63,42,54,83,56,37,69,86,45,29,83,94,88,100,54,98,76,61,53,100,63,42,54,83,56,37,69,86,45,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,100,100,100,100,55,99,78,100,54,100,65,43,55,85,57,38,100,100,48,29,100,100,100,100,55,99,78,100,54,100,65,43,55,85,57,38,100,100,48,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,24,34,100,23,31,100,67,30,34,100,100,31,34,75,44,29,26,57,32,24,24,34,100,23,31,100,67,30,34,100,100,31,34,75,44,29,26,57,32,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,24,35,100,25,31,100,71,32,34,100,100,33,34,100,46,30,26,100,34,25,24,35,100,25,31,100,71,32,34,100,100,33,34,100,46,30,26,100,34,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,27,78,60,20,37,75,46,28,39,72,42,29,37,56,37,28,28,43,29,23,27,78,60,20,37,75,46,28,39,72,42,29,37,56,37,28,28,43,29,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,28,79,63,21,38,76,48,29,40,73,43,30,39,57,38,28,30,44,30,24,28,79,63,21,38,76,48,29,40,73,43,30,39,57,38,28,30,44,30,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,39,100,100,31,47,88,74,37,47,100,100,34,47,64,46,30,41,48,33,26,39,100,100,31,47,88,74,37,47,100,100,34,47,64,46,30,41,48,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,39,100,100,33,47,91,78,39,47,100,100,35,47,69,49,31,41,60,34,26,39,100,100,33,47,91,78,39,47,100,100,35,47,69,49,31,41,60,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,49,100,91,34,50,100,90,41,50,100,100,39,50,100,61,35,49,100,41,28,49,100,91,34,50,100,90,41,50,100,100,39,50,100,61,35,49,100,41,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,46,100,94,41,49,100,93,43,49,100,100,40,49,100,64,36,47,100,45,28,46,100,94,41,49,100,93,43,49,100,100,40,49,100,64,36,47,100,45,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,30,65,100,100,100,96,88,52,100,100,87,42,59,100,55,36,56,88,38,29,30,65,100,100,100,96,88,52,100,100,87,42,59,100,55,36,56,88,38,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,32,100,100,100,100,98,91,50,100,100,93,42,62,100,56,37,100,100,39,29,32,100,100,100,100,98,91,50,100,100,93,42,62,100,56,37,100,100,39,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,32,100,100,28,42,100,69,36,44,100,100,34,43,100,50,31,34,100,36,26,32,100,100,28,42,100,69,36,44,100,100,34,43,100,50,31,34,100,36,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,34,100,100,29,44,100,72,36,45,100,100,34,44,100,52,31,36,100,37,26,34,100,100,29,44,100,72,36,45,100,100,34,44,100,52,31,36,100,37,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,31,100,100,24,41,86,62,32,43,100,100,32,41,64,41,29,32,55,31,25,31,100,100,24,41,86,62,32,43,100,100,32,41,64,41,29,32,55,31,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,32,100,100,25,42,87,65,33,44,100,100,33,43,67,42,30,34,59,33,26,32,100,100,25,42,87,65,33,44,100,100,33,43,67,42,30,34,59,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,36,95,90,25,46,96,82,33,47,86,100,34,46,76,48,31,39,81,34,26,36,95,90,25,46,96,82,33,47,86,100,34,46,76,48,31,39,81,34,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,38,97,100,26,47,97,85,34,48,100,100,35,47,78,52,32,42,85,36,26,38,97,100,26,47,97,85,34,48,100,100,35,47,78,52,32,42,85,36,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,39,100,100,31,47,87,71,36,47,100,100,34,47,64,43,31,41,49,32,26,39,100,100,31,47,87,71,36,47,100,100,34,47,64,43,31,41,49,32,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,38,100,100,30,47,89,73,37,47,100,100,34,47,66,45,31,41,52,33,26,38,100,100,30,47,89,73,37,47,100,100,34,47,66,45,31,41,52,33,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,54,96,91,31,51,97,90,38,51,83,100,36,51,72,53,32,53,63,34,27,54,96,91,31,51,97,90,38,51,83,100,36,51,72,53,32,53,63,34,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,100,100,100,30,52,97,91,39,51,100,100,36,52,74,54,32,68,82,34,27,100,100,100,30,52,97,91,39,51,100,100,36,52,74,54,32,68,82,34,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
