,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,class_a11,class_a12,class_a13,class_a14,class_a15,class_a16,class_a17,class_a18,class_a19,class_a20,class_a21,class_a22,class_a23,class_a24,class_a25,class_a26,class_a27,class_a28,class_a29,class_a30,class_a31,class_a32,class_a33,class_a34,class_a35,class_a36
4603,40,93,36,26,48,72,49,33,48,73,57,37,48,79,73,38,42,86,90,32,40,93,36,26,48,72,49,33,48,73,57,37,48,79,73,38,42,86,90,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604,44,100,40,27,48,100,53,34,49,100,62,38,48,100,85,39,44,100,100,36,44,100,40,27,48,100,53,34,49,100,62,38,48,100,85,39,44,100,100,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4605,35,43,31,25,45,56,40,30,46,61,47,33,45,68,55,34,37,100,100,26,35,43,31,25,45,56,40,30,46,61,47,33,45,68,55,34,37,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,36,49,32,25,45,58,41,30,46,63,48,33,45,69,56,34,37,100,100,26,36,49,32,25,45,58,41,30,46,63,48,33,45,69,56,34,37,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,34,42,31,25,44,54,39,29,45,59,46,32,44,66,53,33,35,81,77,25,34,42,31,25,44,54,39,29,45,59,46,32,44,66,53,33,35,81,77,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,36,44,31,25,45,55,40,30,46,61,47,33,45,67,54,34,37,100,100,26,36,44,31,25,45,55,40,30,46,61,47,33,45,67,54,34,37,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,31,47,31,24,41,56,40,29,42,60,46,32,41,66,52,32,31,82,78,24,31,47,31,24,41,56,40,29,42,60,46,32,41,66,52,32,31,82,78,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,31,49,31,25,41,57,40,29,43,61,46,32,41,67,53,33,32,100,100,24,31,49,31,25,41,57,40,29,43,61,46,32,41,67,53,33,32,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,100,100,43,28,59,100,63,40,57,100,73,62,59,100,84,100,84,100,100,100,100,100,43,28,59,100,63,40,57,100,73,62,59,100,84,100,84,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,100,100,53,29,59,100,65,41,57,100,75,65,59,100,85,100,100,100,100,100,100,100,53,29,59,100,65,41,57,100,75,65,59,100,85,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,49,49,34,27,60,82,61,38,57,82,71,53,59,87,82,100,100,92,88,100,49,49,34,27,60,82,61,38,57,82,71,53,59,87,82,100,100,92,88,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,49,49,35,28,62,100,63,39,59,100,72,56,61,100,83,100,100,100,100,100,49,49,35,28,62,100,63,39,59,100,72,56,61,100,83,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,34,100,34,26,45,100,46,32,46,100,52,36,46,100,61,38,41,100,100,32,34,100,34,26,45,100,46,32,46,100,52,36,46,100,61,38,41,100,100,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,36,100,34,26,45,100,46,33,47,100,53,36,47,100,62,38,44,100,100,33,36,100,34,26,45,100,46,33,47,100,53,36,47,100,62,38,44,100,100,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,30,47,31,25,40,56,40,29,42,60,46,32,41,65,52,32,32,73,67,24,30,47,31,25,40,56,40,29,42,60,46,32,41,65,52,32,32,73,67,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,30,51,31,25,40,57,40,30,43,61,46,33,42,66,52,33,33,74,68,26,30,51,31,25,40,57,40,30,43,61,46,33,42,66,52,33,33,74,68,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,33,56,32,25,43,59,42,30,45,63,48,33,44,68,55,34,37,100,100,26,33,56,32,25,43,59,42,30,45,63,48,33,44,68,55,34,37,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,33,100,32,25,43,67,43,31,45,64,49,34,44,69,56,34,38,100,100,27,33,100,32,25,43,67,43,31,45,64,49,34,44,69,56,34,38,100,100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,29,100,30,24,40,100,41,29,41,100,46,32,40,100,52,31,31,100,100,23,29,100,30,24,40,100,41,29,41,100,46,32,40,100,52,31,31,100,100,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,30,100,32,24,40,100,42,30,42,100,48,33,40,100,55,32,31,100,100,24,30,100,32,24,40,100,42,30,42,100,48,33,40,100,55,32,31,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,68,80,37,28,56,70,50,35,55,71,59,41,56,76,69,53,65,82,82,47,68,80,37,28,56,70,50,35,55,71,59,41,56,76,69,53,65,82,82,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,70,100,39,28,56,100,54,36,55,100,63,43,56,100,75,100,67,100,86,48,70,100,39,28,56,100,54,36,55,100,63,43,56,100,75,100,67,100,86,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,33,45,31,24,43,56,39,29,44,60,45,32,43,66,52,32,34,100,100,24,33,45,31,24,43,56,39,29,44,60,45,32,43,66,52,32,34,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,33,51,31,25,43,58,41,30,44,62,47,33,43,68,54,33,34,100,100,25,33,51,31,25,43,58,41,30,44,62,47,33,43,68,54,33,34,100,100,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,36,77,34,26,45,66,46,31,46,69,53,34,46,75,66,34,38,82,85,26,36,77,34,26,45,66,46,31,46,69,53,34,46,75,66,34,38,82,85,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,39,92,35,26,47,68,47,32,47,70,54,35,47,76,67,35,41,83,87,28,39,92,35,26,47,68,47,32,47,70,54,35,47,76,67,35,41,83,87,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,39,69,34,26,47,65,46,32,47,68,53,36,47,74,66,37,41,82,83,32,39,69,34,26,47,65,46,32,47,68,53,36,47,74,66,37,41,82,83,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,44,75,34,26,48,66,46,32,49,69,54,36,48,75,68,37,44,100,85,33,44,75,34,26,48,66,46,32,49,69,54,36,48,75,68,37,44,100,85,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,38,100,36,26,47,100,50,32,47,100,58,35,46,100,74,35,36,100,100,28,38,100,36,26,47,100,50,32,47,100,58,35,46,100,74,35,36,100,100,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,40,100,38,26,48,100,51,33,48,100,59,36,48,100,77,36,40,100,100,29,40,100,38,26,48,100,51,33,48,100,59,36,48,100,77,36,40,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,25,32,100,26,31,48,100,37,35,100,60,38,34,100,67,34,25,100,100,26,25,32,100,26,31,48,100,37,35,100,60,38,34,100,67,34,25,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,25,33,100,28,32,54,100,38,35,100,62,39,35,100,69,35,26,100,100,26,25,33,100,28,32,54,100,38,35,100,62,39,35,100,69,35,26,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,34,47,31,25,44,57,40,29,45,61,46,33,44,67,54,33,35,100,100,25,34,47,31,25,44,57,40,29,45,61,46,33,44,67,54,33,35,100,100,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,34,51,31,25,44,58,41,30,45,62,48,33,44,68,55,34,36,100,100,27,34,51,31,25,44,58,41,30,45,62,48,33,44,68,55,34,36,100,100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,36,100,33,26,45,100,44,31,46,100,51,34,45,100,61,35,37,100,100,27,36,100,33,26,45,100,44,31,46,100,51,34,45,100,61,35,37,100,100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,38,100,33,26,46,100,44,31,47,100,51,35,46,100,63,36,40,100,100,29,38,100,33,26,46,100,44,31,47,100,51,35,46,100,63,36,40,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,32,100,33,25,42,100,44,31,43,100,50,34,42,100,59,34,33,100,100,26,32,100,33,25,42,100,44,31,43,100,50,34,42,100,59,34,33,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,32,100,33,25,42,100,45,31,44,100,50,34,43,100,60,34,34,100,100,27,32,100,33,25,42,100,45,31,44,100,50,34,43,100,60,34,34,100,100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,44,100,35,26,48,100,47,32,49,100,54,36,48,100,67,37,44,100,100,32,44,100,35,26,48,100,47,32,49,100,54,36,48,100,67,37,44,100,100,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,41,100,36,26,48,100,49,33,48,100,56,37,48,100,69,38,43,100,100,36,41,100,36,26,48,100,49,33,48,100,56,37,48,100,69,38,43,100,100,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,35,57,32,25,44,60,42,30,46,64,49,33,44,70,57,34,36,100,100,26,35,57,32,25,44,60,42,30,46,64,49,33,44,70,57,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,35,100,33,26,44,100,43,31,46,100,50,34,44,100,59,35,37,100,100,28,35,100,33,26,44,100,43,31,46,100,50,34,44,100,59,35,37,100,100,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,31,100,31,24,41,100,41,29,43,100,47,33,41,100,54,32,32,100,100,24,31,100,31,24,41,100,41,29,43,100,47,33,41,100,54,32,32,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,31,100,33,25,41,100,43,31,42,100,49,33,41,100,56,34,33,100,100,26,31,100,33,25,41,100,43,31,42,100,49,33,41,100,56,34,33,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,67,94,38,28,54,72,52,35,53,73,60,40,54,78,71,52,63,83,84,39,67,94,38,28,54,72,52,35,53,73,60,40,54,78,71,52,63,83,84,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,70,100,41,29,54,74,54,36,53,75,62,42,54,79,73,75,67,100,85,43,70,100,41,29,54,74,54,36,53,75,62,42,54,79,73,75,67,100,85,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,34,46,31,25,44,56,40,29,45,61,46,33,44,67,54,33,36,100,100,26,34,46,31,25,44,56,40,29,45,61,46,33,44,67,54,33,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,37,100,34,26,45,100,44,32,46,100,51,35,45,100,62,36,38,100,100,29,37,100,34,26,45,100,44,32,46,100,51,35,45,100,62,36,38,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,25,31,41,27,30,40,60,37,33,48,55,37,34,76,53,32,26,100,31,25,25,31,41,27,30,40,60,37,33,48,55,37,34,76,53,32,26,100,31,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,26,32,44,29,31,41,100,38,34,64,57,38,35,100,55,33,28,100,32,26,26,32,44,29,31,41,100,38,34,64,57,38,35,100,55,33,28,100,32,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,65,84,41,28,54,74,54,37,53,74,61,42,54,78,72,57,64,84,83,65,65,84,41,28,54,74,54,37,53,74,61,42,54,78,72,57,64,84,83,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,100,100,43,30,57,100,56,38,56,100,63,45,58,100,73,66,84,100,84,100,100,100,43,30,57,100,56,38,56,100,63,45,58,100,73,66,84,100,84,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4657,36,49,32,25,45,58,41,30,46,63,48,33,45,69,57,34,37,100,100,26,36,49,32,25,45,58,41,30,46,63,48,33,45,69,57,34,37,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,38,57,32,25,46,60,43,31,47,64,50,34,46,70,59,35,40,100,100,29,38,57,32,25,46,60,43,31,47,64,50,34,46,70,59,35,40,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,68,100,37,27,52,73,51,34,51,74,60,38,52,79,73,40,58,100,86,41,68,100,37,27,52,73,51,34,51,74,60,38,52,79,73,40,58,100,86,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,90,100,43,29,57,100,57,38,56,100,64,45,57,100,75,100,71,100,86,100,90,100,43,29,57,100,57,38,56,100,64,45,57,100,75,100,71,100,86,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,34,49,31,25,44,57,41,30,45,62,47,33,44,68,55,33,35,100,100,25,34,49,31,25,44,57,41,30,45,62,47,33,44,68,55,33,35,100,100,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,65,55,33,26,65,61,44,32,65,65,52,35,65,71,62,38,65,100,100,37,65,55,33,26,65,61,44,32,65,65,52,35,65,71,62,38,65,100,100,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,27,100,31,23,36,100,41,29,38,100,45,31,36,100,49,30,28,100,100,23,27,100,31,23,36,100,41,29,38,100,45,31,36,100,49,30,28,100,100,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4664,27,100,31,24,37,100,42,29,39,100,46,32,37,100,50,31,29,100,100,24,27,100,31,24,37,100,42,29,39,100,46,32,37,100,50,31,29,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,31,51,31,24,41,57,40,29,42,61,46,32,41,67,53,32,31,100,100,24,31,51,31,24,41,57,40,29,42,61,46,32,41,67,53,32,31,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,35,100,33,25,44,100,44,31,46,100,50,34,44,100,60,34,36,100,100,26,35,100,33,25,44,100,44,31,46,100,50,34,44,100,60,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,27,100,33,24,37,100,45,30,39,100,50,33,37,100,62,32,28,100,100,24,27,100,33,24,37,100,45,30,39,100,50,33,37,100,62,32,28,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,28,100,34,24,38,100,47,31,40,100,51,34,38,100,65,33,29,100,100,25,28,100,34,24,38,100,47,31,40,100,51,34,38,100,65,33,29,100,100,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,49,76,36,27,49,68,48,34,49,69,55,38,49,74,64,38,45,81,79,28,49,76,36,27,49,68,48,34,49,69,55,38,49,74,64,38,45,81,79,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,67,100,37,27,51,100,51,34,50,100,59,39,49,100,71,44,41,100,100,33,67,100,37,27,51,100,51,34,50,100,59,39,49,100,71,44,41,100,100,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,31,39,30,24,42,53,38,29,44,58,44,31,41,64,51,32,30,73,68,23,31,39,30,24,42,53,38,29,44,58,44,31,41,64,51,32,30,73,68,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,32,40,30,25,43,54,39,29,45,59,45,32,43,66,53,32,31,100,100,24,32,40,30,25,43,54,39,29,45,59,45,32,43,66,53,32,31,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,29,40,30,24,41,54,38,28,42,59,44,31,40,65,50,31,30,74,69,23,29,40,30,24,41,54,38,28,42,59,44,31,40,65,50,31,30,74,69,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,31,43,30,25,42,55,39,29,44,60,45,32,42,66,51,32,32,82,77,24,31,43,30,25,42,55,39,29,44,60,45,32,42,66,51,32,32,82,77,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,41,100,37,26,49,78,53,33,49,80,65,37,49,88,88,39,44,100,100,33,41,100,37,26,49,78,53,33,49,80,65,37,49,88,88,39,44,100,100,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,43,100,41,27,49,100,56,34,49,100,68,39,49,100,90,43,46,100,100,37,43,100,41,27,49,100,56,34,49,100,68,39,49,100,90,43,46,100,100,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,35,100,42,27,45,100,55,34,46,100,66,37,45,100,94,37,36,100,100,29,35,100,42,27,45,100,55,34,46,100,66,37,45,100,94,37,36,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,37,100,44,27,46,100,57,34,47,100,68,38,46,100,98,38,38,100,100,31,37,100,44,27,46,100,57,34,47,100,68,38,46,100,98,38,38,100,100,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,28,100,33,24,37,100,44,30,39,100,48,33,37,100,52,32,28,100,100,24,28,100,33,24,37,100,44,30,39,100,48,33,37,100,52,32,28,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,27,100,34,24,37,100,46,31,39,100,49,34,37,100,54,33,28,100,100,24,27,100,34,24,37,100,46,31,39,100,49,34,37,100,54,33,28,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,35,46,31,25,44,57,41,30,46,61,47,33,44,68,55,34,36,100,100,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,44,50,33,26,48,59,42,31,49,64,49,34,48,70,59,36,44,100,100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,44,100,36,26,48,70,48,33,49,71,56,37,48,76,67,38,44,100,84,32,44,100,36,26,48,70,48,33,49,71,56,37,48,76,67,38,44,100,84,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4692,44,100,36,26,49,100,49,33,49,100,56,36,49,100,68,37,46,100,100,30,44,100,36,26,49,100,49,33,49,100,56,36,49,100,68,37,46,100,100,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4693,27,100,34,24,38,100,46,31,40,100,50,33,38,100,56,32,29,100,100,24,27,100,34,24,38,100,46,31,40,100,50,33,38,100,56,32,29,100,100,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,28,100,38,25,38,100,48,32,40,100,52,35,38,100,60,34,29,100,100,25,28,100,38,25,38,100,48,32,40,100,52,35,38,100,60,34,29,100,100,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4695,74,94,38,29,58,73,53,37,56,74,61,43,57,77,70,58,70,83,83,53,74,94,38,29,58,73,53,37,56,74,61,43,57,77,70,58,70,83,83,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4696,100,100,39,29,59,74,53,37,56,74,61,44,58,78,71,61,74,100,84,68,100,100,39,29,59,74,53,37,56,74,61,44,58,78,71,61,74,100,84,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697,28,33,90,62,33,48,74,53,40,56,76,54,45,88,86,48,100,56,69,32,28,33,90,62,33,48,74,53,40,56,76,54,45,88,86,48,100,56,69,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4698,28,33,90,83,34,50,75,52,40,100,77,52,46,89,88,43,100,57,79,31,28,33,90,83,34,50,75,52,40,100,77,52,46,89,88,43,100,57,79,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,31,56,31,24,41,58,41,29,43,61,46,32,42,67,52,32,33,76,78,24,31,56,31,24,41,58,41,29,43,61,46,32,42,67,52,32,33,76,78,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,34,100,34,26,43,100,44,31,45,100,50,34,44,100,57,34,36,100,100,27,34,100,34,26,43,100,44,31,45,100,50,34,44,100,57,34,36,100,100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4701,64,82,38,28,54,72,52,35,53,73,60,40,54,78,71,52,61,83,84,39,64,82,38,28,54,72,52,35,53,73,60,40,54,78,71,52,61,83,84,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702,67,100,40,28,54,73,53,36,53,74,61,41,54,79,73,75,64,100,86,40,67,100,40,28,54,73,53,36,53,74,61,41,54,79,73,75,64,100,86,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,54,66,33,26,51,63,44,32,50,66,51,36,50,71,61,38,49,78,78,33,54,66,33,26,51,63,44,32,50,66,51,36,50,71,61,38,49,78,78,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
